"ActivityID","CareType","HCWType","RoomType","Surface","Date","Time","Dev.Date.Time"
"13","Bloods","Phlebotomist","MB","Tap",2020-03-03,09:29:34,2020-03-03 09:29:34
"13","Bloods","Phlebotomist","MB","Soap",2020-03-03,09:29:35,2020-03-03 09:29:35
"13","Bloods","Phlebotomist","MB","Tap",2020-03-03,09:29:42,2020-03-03 09:29:42
"13","Bloods","Phlebotomist","MB","PaperTowel",2020-03-03,09:29:44,2020-03-03 09:29:44
"13","Bloods","Phlebotomist","MB","Waste",2020-03-03,09:29:51,2020-03-03 09:29:51
"13","Bloods","Phlebotomist","MB","GownOn",2020-03-03,09:29:55,2020-03-03 09:29:55
"13","Bloods","Phlebotomist","MB","GlovesOn",2020-03-03,09:30:16,2020-03-03 09:30:16
"13","Bloods","Phlebotomist","MB","EqTray",2020-03-03,09:30:27,2020-03-03 09:30:27
"13","Bloods","Phlebotomist","MB","Out",2020-03-03,09:31:37,2020-03-03 09:31:37
"13","Bloods","Phlebotomist","MB","GlovesOff",2020-03-03,09:31:38,2020-03-03 09:31:38
"13","Bloods","Phlebotomist","MB","GownOff",2020-03-03,09:31:40,2020-03-03 09:31:40
"13","Bloods","Phlebotomist","MB","Finish",2020-03-03,09:31:43,2020-03-03 09:31:43
"14","IV","SN","MB","In",2020-02-17,14:14:15,2020-02-17 14:14:15
"14","IV","SN","MB","GlovesOn",2020-02-17,14:14:16,2020-02-17 14:14:16
"14","IV","SN","MB","IVDrip",2020-02-17,14:14:21,2020-02-17 14:14:21
"14","IV","SN","MB","Syringe",2020-02-17,14:14:25,2020-02-17 14:14:25
"14","IV","SN","MB","IVStand",2020-02-17,14:14:31,2020-02-17 14:14:31
"14","IV","SN","MB","Syringe",2020-02-17,14:14:37,2020-02-17 14:14:37
"14","IV","SN","MB","IVDrip",2020-02-17,14:14:52,2020-02-17 14:14:52
"14","IV","SN","MB","Patient",2020-02-17,14:14:55,2020-02-17 14:14:55
"14","IV","SN","MB","IVStand",2020-02-17,14:15:32,2020-02-17 14:15:32
"14","IV","SN","MB","EqTray",2020-02-17,14:16:04,2020-02-17 14:16:04
"14","IV","SN","MB","IVStand",2020-02-17,14:16:07,2020-02-17 14:16:07
"14","IV","SN","MB","Waste",2020-02-17,14:16:22,2020-02-17 14:16:22
"14","IV","SN","MB","Waste",2020-02-17,14:16:28,2020-02-17 14:16:28
"14","IV","SN","MB","GlovesOff",2020-02-17,14:16:33,2020-02-17 14:16:33
"14","IV","SN","MB","Waste",2020-02-17,14:16:35,2020-02-17 14:16:35
"14","IV","SN","MB","Waste",2020-02-17,14:16:35,2020-02-17 14:16:35
"14","IV","SN","MB","Wipes",2020-02-17,14:16:46,2020-02-17 14:16:46
"14","IV","SN","MB","AlcInside",2020-02-17,14:16:57,2020-02-17 14:16:57
"14","IV","SN","MB","Out",2020-02-17,14:16:59,2020-02-17 14:16:59
"14","IV","SN","MB","Finish",2020-02-17,14:16:59,2020-02-17 14:16:59
"15","IV","SN","MB","Start",2020-02-17,15:38:40,2020-02-17 15:38:40
"15","IV","SN","MB","GlovesOn",2020-02-17,15:38:40,2020-02-17 15:38:40
"15","IV","SN","MB","In",2020-02-17,15:39:19,2020-02-17 15:39:19
"15","IV","SN","MB","Table",2020-02-17,15:39:28,2020-02-17 15:39:28
"15","IV","SN","MB","Out",2020-02-17,15:40:04,2020-02-17 15:40:04
"15","IV","SN","MB","In",2020-02-17,15:40:18,2020-02-17 15:40:18
"15","IV","SN","MB","IVStand",2020-02-17,15:40:23,2020-02-17 15:40:23
"15","IV","SN","MB","Table",2020-02-17,15:40:26,2020-02-17 15:40:26
"15","IV","SN","MB","IVStand",2020-02-17,15:40:32,2020-02-17 15:40:32
"15","IV","SN","MB","IVStand",2020-02-17,15:40:35,2020-02-17 15:40:35
"15","IV","SN","MB","IVDrip",2020-02-17,15:40:45,2020-02-17 15:40:45
"15","IV","SN","MB","Syringe",2020-02-17,15:40:49,2020-02-17 15:40:49
"15","IV","SN","MB","IVDrip",2020-02-17,15:40:57,2020-02-17 15:40:57
"15","IV","SN","MB","Patient",2020-02-17,15:40:59,2020-02-17 15:40:59
"15","IV","SN","MB","Patient",2020-02-17,15:41:10,2020-02-17 15:41:10
"15","IV","SN","MB","Bedding",2020-02-17,15:41:13,2020-02-17 15:41:13
"15","IV","SN","MB","IVDrip",2020-02-17,15:41:18,2020-02-17 15:41:18
"15","IV","SN","MB","Waste",2020-02-17,15:41:27,2020-02-17 15:41:27
"15","IV","SN","MB","GlovesOff",2020-02-17,15:41:31,2020-02-17 15:41:31
"15","IV","SN","MB","Tap",2020-02-17,15:41:37,2020-02-17 15:41:37
"15","IV","SN","MB","Soap",2020-02-17,15:41:43,2020-02-17 15:41:43
"15","IV","SN","MB","Tap",2020-02-17,15:41:56,2020-02-17 15:41:56
"15","IV","SN","MB","PaperTowel",2020-02-17,15:42:03,2020-02-17 15:42:03
"15","IV","SN","MB","Waste",2020-02-17,15:42:18,2020-02-17 15:42:18
"15","IV","SN","MB","Out",2020-02-17,15:43:04,2020-02-17 15:43:04
"15","IV","SN","MB","Finish",2020-02-17,15:43:05,2020-02-17 15:43:05
"16","IV","SN","MB","Start",2020-02-19,10:33:04,2020-02-19 10:33:04
"16","IV","SN","MB","GlovesOn",2020-02-19,10:33:04,2020-02-19 10:33:04
"16","IV","SN","MB","MedsTrolley",2020-02-19,10:33:24,2020-02-19 10:33:24
"16","IV","SN","MB","MedsTrolley",2020-02-19,10:33:25,2020-02-19 10:33:25
"16","IV","SN","MB","In",2020-02-19,10:33:25,2020-02-19 10:33:25
"16","IV","SN","MB","Table",2020-02-19,10:33:37,2020-02-19 10:33:37
"16","IV","SN","MB","Bedding",2020-02-19,10:33:39,2020-02-19 10:33:39
"16","IV","SN","MB","Tray",2020-02-19,10:33:41,2020-02-19 10:33:41
"16","IV","SN","MB","Syringe",2020-02-19,10:33:46,2020-02-19 10:33:46
"16","IV","SN","MB","Tray",2020-02-19,10:33:48,2020-02-19 10:33:48
"16","IV","SN","MB","EqTray",2020-02-19,10:33:56,2020-02-19 10:33:56
"16","IV","SN","MB","Patient",2020-02-19,10:34:00,2020-02-19 10:34:00
"16","IV","SN","MB","Syringe",2020-02-19,10:34:07,2020-02-19 10:34:07
"16","IV","SN","MB","EqTray",2020-02-19,10:34:15,2020-02-19 10:34:15
"16","IV","SN","MB","Bedding",2020-02-19,10:34:24,2020-02-19 10:34:24
"16","IV","SN","MB","Patient",2020-02-19,10:34:28,2020-02-19 10:34:28
"16","IV","SN","MB","Syringe",2020-02-19,10:34:35,2020-02-19 10:34:35
"16","IV","SN","MB","EqTray",2020-02-19,10:34:42,2020-02-19 10:34:42
"16","IV","SN","MB","Patient",2020-02-19,10:34:45,2020-02-19 10:34:45
"16","IV","SN","MB","Tray",2020-02-19,10:34:50,2020-02-19 10:34:50
"16","IV","SN","MB","Tray",2020-02-19,10:35:02,2020-02-19 10:35:02
"16","IV","SN","MB","Tray",2020-02-19,10:35:15,2020-02-19 10:35:15
"16","IV","SN","MB","Syringe",2020-02-19,10:35:20,2020-02-19 10:35:20
"16","IV","SN","MB","Tray",2020-02-19,10:35:31,2020-02-19 10:35:31
"16","IV","SN","MB","EqTray",2020-02-19,10:35:40,2020-02-19 10:35:40
"16","IV","SN","MB","Syringe",2020-02-19,10:35:44,2020-02-19 10:35:44
"16","IV","SN","MB","Patient",2020-02-19,10:35:46,2020-02-19 10:35:46
"16","IV","SN","MB","GlovesOff",2020-02-19,10:35:53,2020-02-19 10:35:53
"16","IV","SN","MB","Tray",2020-02-19,10:36:13,2020-02-19 10:36:13
"16","IV","SN","MB","EqTray",2020-02-19,10:36:14,2020-02-19 10:36:14
"16","IV","SN","MB","OtherNear",2020-02-19,10:36:21,2020-02-19 10:36:21
"16","IV","SN","MB","Waste",2020-02-19,10:36:32,2020-02-19 10:36:32
"16","IV","SN","MB","Out",2020-02-19,10:36:34,2020-02-19 10:36:34
"16","IV","SN","MB","Finish",2020-02-19,10:36:42,2020-02-19 10:36:42
"17","IV","DR","SB","Start",2020-02-19,12:21:34,2020-02-19 12:21:34
"17","IV","DR","SB","Door",2020-02-19,12:21:34,2020-02-19 12:21:34
"17","IV","DR","SB","EqTray",2020-02-19,12:21:37,2020-02-19 12:21:37
"17","IV","DR","SB","In",2020-02-19,12:21:38,2020-02-19 12:21:38
"17","IV","DR","SB","GlovesOn",2020-02-19,12:21:41,2020-02-19 12:21:41
"17","IV","DR","SB","Patient",2020-02-19,12:21:46,2020-02-19 12:21:46
"17","IV","DR","SB","Patient",2020-02-19,12:21:54,2020-02-19 12:21:54
"17","IV","DR","SB","Syringe",2020-02-19,12:21:56,2020-02-19 12:21:56
"17","IV","DR","SB","EqTray",2020-02-19,12:22:04,2020-02-19 12:22:04
"17","IV","DR","SB","Bedding",2020-02-19,12:22:10,2020-02-19 12:22:10
"17","IV","DR","SB","Bedding",2020-02-19,12:22:40,2020-02-19 12:22:40
"17","IV","DR","SB","Patient",2020-02-19,12:22:45,2020-02-19 12:22:45
"17","IV","DR","SB","Patient",2020-02-19,12:22:52,2020-02-19 12:22:52
"17","IV","DR","SB","Patient",2020-02-19,12:22:53,2020-02-19 12:22:53
"17","IV","DR","SB","Out",2020-02-19,12:23:08,2020-02-19 12:23:08
"17","IV","DR","SB","GlovesOff",2020-02-19,12:23:50,2020-02-19 12:23:50
"17","IV","DR","SB","GlovesOn",2020-02-19,12:24:13,2020-02-19 12:24:13
"17","IV","DR","SB","Door",2020-02-19,12:24:20,2020-02-19 12:24:20
"17","IV","DR","SB","GlovesOn",2020-02-19,12:24:28,2020-02-19 12:24:28
"17","IV","DR","SB","Syringe",2020-02-19,12:24:31,2020-02-19 12:24:31
"17","IV","DR","SB","Patient",2020-02-19,12:24:54,2020-02-19 12:24:54
"17","IV","DR","SB","Patient",2020-02-19,12:25:05,2020-02-19 12:25:05
"17","IV","DR","SB","Syringe",2020-02-19,12:25:06,2020-02-19 12:25:06
"17","IV","DR","SB","Patient",2020-02-19,12:25:18,2020-02-19 12:25:18
"17","IV","DR","SB","Patient",2020-02-19,12:25:30,2020-02-19 12:25:30
"17","IV","DR","SB","Syringe",2020-02-19,12:25:48,2020-02-19 12:25:48
"17","IV","DR","SB","Patient",2020-02-19,12:26:01,2020-02-19 12:26:01
"17","IV","DR","SB","Bedding",2020-02-19,12:26:06,2020-02-19 12:26:06
"17","IV","DR","SB","EqTray",2020-02-19,12:26:30,2020-02-19 12:26:30
"17","IV","DR","SB","Patient",2020-02-19,12:26:33,2020-02-19 12:26:33
"17","IV","DR","SB","Syringe",2020-02-19,12:26:35,2020-02-19 12:26:35
"17","IV","DR","SB","Patient",2020-02-19,12:26:48,2020-02-19 12:26:48
"17","IV","DR","SB","Syringe",2020-02-19,12:26:59,2020-02-19 12:26:59
"17","IV","DR","SB","EqTray",2020-02-19,12:27:05,2020-02-19 12:27:05
"17","IV","DR","SB","Patient",2020-02-19,12:27:10,2020-02-19 12:27:10
"17","IV","DR","SB","Syringe",2020-02-19,12:27:23,2020-02-19 12:27:23
"17","IV","DR","SB","Syringe",2020-02-19,12:27:33,2020-02-19 12:27:33
"17","IV","DR","SB","Syringe",2020-02-19,12:27:45,2020-02-19 12:27:45
"17","IV","DR","SB","Syringe",2020-02-19,12:27:54,2020-02-19 12:27:54
"17","IV","DR","SB","Syringe",2020-02-19,12:28:03,2020-02-19 12:28:03
"17","IV","DR","SB","Syringe",2020-02-19,12:28:28,2020-02-19 12:28:28
"17","IV","DR","SB","EqTray",2020-02-19,12:28:42,2020-02-19 12:28:42
"17","IV","DR","SB","Door",2020-02-19,12:28:46,2020-02-19 12:28:46
"17","IV","DR","SB","Out",2020-02-19,12:28:51,2020-02-19 12:28:51
"17","IV","DR","SB","Finish",2020-02-19,12:29:10,2020-02-19 12:29:10
"18","IV","SN","MB","Start",2020-02-19,13:37:36,2020-02-19 13:37:36
"18","IV","SN","MB","GownOn",2020-02-19,13:37:36,2020-02-19 13:37:36
"18","IV","SN","MB","GlovesOn",2020-02-19,13:37:58,2020-02-19 13:37:58
"18","IV","SN","MB","In",2020-02-19,13:37:59,2020-02-19 13:37:59
"18","IV","SN","MB","Patient",2020-02-19,13:38:01,2020-02-19 13:38:01
"18","IV","SN","MB","IVStand",2020-02-19,13:38:29,2020-02-19 13:38:29
"18","IV","SN","MB","Tray",2020-02-19,13:38:37,2020-02-19 13:38:37
"18","IV","SN","MB","IVStand",2020-02-19,13:38:45,2020-02-19 13:38:45
"18","IV","SN","MB","IVStand",2020-02-19,13:38:49,2020-02-19 13:38:49
"18","IV","SN","MB","EqTray",2020-02-19,13:38:56,2020-02-19 13:38:56
"18","IV","SN","MB","EqTray",2020-02-19,13:39:00,2020-02-19 13:39:00
"18","IV","SN","MB","EqTray",2020-02-19,13:39:05,2020-02-19 13:39:05
"18","IV","SN","MB","IVDrip",2020-02-19,13:39:08,2020-02-19 13:39:08
"18","IV","SN","MB","IVDrip",2020-02-19,13:39:17,2020-02-19 13:39:17
"18","IV","SN","MB","IVDrip",2020-02-19,13:39:36,2020-02-19 13:39:36
"18","IV","SN","MB","IVDrip",2020-02-19,13:39:42,2020-02-19 13:39:42
"18","IV","SN","MB","IVStand",2020-02-19,13:39:45,2020-02-19 13:39:45
"18","IV","SN","MB","IVDrip",2020-02-19,13:39:51,2020-02-19 13:39:51
"18","IV","SN","MB","IVStand",2020-02-19,13:39:55,2020-02-19 13:39:55
"18","IV","SN","MB","IVStand",2020-02-19,13:39:57,2020-02-19 13:39:57
"18","IV","SN","MB","IVStand",2020-02-19,13:40:04,2020-02-19 13:40:04
"18","IV","SN","MB","IVStand",2020-02-19,13:40:11,2020-02-19 13:40:11
"18","IV","SN","MB","IVDrip",2020-02-19,13:40:14,2020-02-19 13:40:14
"18","IV","SN","MB","IVDrip",2020-02-19,13:40:19,2020-02-19 13:40:19
"18","IV","SN","MB","IVDrip",2020-02-19,13:40:19,2020-02-19 13:40:19
"18","IV","SN","MB","IVDrip",2020-02-19,13:40:22,2020-02-19 13:40:22
"18","IV","SN","MB","IVStand",2020-02-19,13:40:35,2020-02-19 13:40:35
"18","IV","SN","MB","IVStand",2020-02-19,13:41:00,2020-02-19 13:41:00
"18","IV","SN","MB","IVStand",2020-02-19,13:41:36,2020-02-19 13:41:36
"18","IV","SN","MB","IVDrip",2020-02-19,13:41:53,2020-02-19 13:41:53
"18","IV","SN","MB","IVDrip",2020-02-19,13:42:29,2020-02-19 13:42:29
"18","IV","SN","MB","IVStand",2020-02-19,13:42:30,2020-02-19 13:42:30
"18","IV","SN","MB","IVStand",2020-02-19,13:42:33,2020-02-19 13:42:33
"18","IV","SN","MB","IVDrip",2020-02-19,13:42:57,2020-02-19 13:42:57
"18","IV","SN","MB","IVDrip",2020-02-19,13:43:00,2020-02-19 13:43:00
"18","IV","SN","MB","IVStand",2020-02-19,13:43:18,2020-02-19 13:43:18
"18","IV","SN","MB","IVDrip",2020-02-19,13:43:23,2020-02-19 13:43:23
"18","IV","SN","MB","IVDrip",2020-02-19,13:43:40,2020-02-19 13:43:40
"18","IV","SN","MB","IVDrip",2020-02-19,13:43:55,2020-02-19 13:43:55
"18","IV","SN","MB","IVStand",2020-02-19,13:43:57,2020-02-19 13:43:57
"18","IV","SN","MB","IVStand",2020-02-19,13:44:08,2020-02-19 13:44:08
"18","IV","SN","MB","IVStand",2020-02-19,13:44:22,2020-02-19 13:44:22
"18","IV","SN","MB","IVDrip",2020-02-19,13:44:28,2020-02-19 13:44:28
"18","IV","SN","MB","IVDrip",2020-02-19,13:44:28,2020-02-19 13:44:28
"18","IV","SN","MB","IVDrip",2020-02-19,13:44:44,2020-02-19 13:44:44
"18","IV","SN","MB","Bedding",2020-02-19,13:44:48,2020-02-19 13:44:48
"18","IV","SN","MB","IVStand",2020-02-19,13:44:49,2020-02-19 13:44:49
"18","IV","SN","MB","EqTray",2020-02-19,13:45:07,2020-02-19 13:45:07
"18","IV","SN","MB","Syringe",2020-02-19,13:45:16,2020-02-19 13:45:16
"18","IV","SN","MB","Syringe",2020-02-19,13:45:29,2020-02-19 13:45:29
"18","IV","SN","MB","Patient",2020-02-19,13:45:31,2020-02-19 13:45:31
"18","IV","SN","MB","Patient",2020-02-19,13:45:40,2020-02-19 13:45:40
"18","IV","SN","MB","IVDrip",2020-02-19,13:46:00,2020-02-19 13:46:00
"18","IV","SN","MB","Syringe",2020-02-19,13:46:03,2020-02-19 13:46:03
"18","IV","SN","MB","IVDrip",2020-02-19,13:46:12,2020-02-19 13:46:12
"18","IV","SN","MB","Patient",2020-02-19,13:46:18,2020-02-19 13:46:18
"18","IV","SN","MB","IVDrip",2020-02-19,13:46:19,2020-02-19 13:46:19
"18","IV","SN","MB","Patient",2020-02-19,13:46:26,2020-02-19 13:46:26
"18","IV","SN","MB","Syringe",2020-02-19,13:46:57,2020-02-19 13:46:57
"18","IV","SN","MB","IVDrip",2020-02-19,13:47:05,2020-02-19 13:47:05
"18","IV","SN","MB","Syringe",2020-02-19,13:47:08,2020-02-19 13:47:08
"18","IV","SN","MB","Patient",2020-02-19,13:47:12,2020-02-19 13:47:12
"18","IV","SN","MB","IVDrip",2020-02-19,13:47:17,2020-02-19 13:47:17
"18","IV","SN","MB","IVStand",2020-02-19,13:47:21,2020-02-19 13:47:21
"18","IV","SN","MB","EqTray",2020-02-19,13:47:50,2020-02-19 13:47:50
"18","IV","SN","MB","Out",2020-02-19,13:47:53,2020-02-19 13:47:53
"18","IV","SN","MB","EqTray",2020-02-19,13:47:54,2020-02-19 13:47:54
"18","IV","SN","MB","Sharps",2020-02-19,13:48:01,2020-02-19 13:48:01
"18","IV","SN","MB","EqTray",2020-02-19,13:48:07,2020-02-19 13:48:07
"18","IV","SN","MB","EqTray",2020-02-19,13:48:19,2020-02-19 13:48:19
"18","IV","SN","MB","Waste",2020-02-19,13:48:26,2020-02-19 13:48:26
"18","IV","SN","MB","Wipes",2020-02-19,13:48:30,2020-02-19 13:48:30
"18","IV","SN","MB","EqTray",2020-02-19,13:48:40,2020-02-19 13:48:40
"18","IV","SN","MB","GlovesOff",2020-02-19,13:48:59,2020-02-19 13:48:59
"18","IV","SN","MB","GownOff",2020-02-19,13:49:01,2020-02-19 13:49:01
"18","IV","SN","MB","Soap",2020-02-19,13:49:07,2020-02-19 13:49:07
"18","IV","SN","MB","Tap",2020-02-19,13:49:08,2020-02-19 13:49:08
"18","IV","SN","MB","PaperTowel",2020-02-19,13:49:12,2020-02-19 13:49:12
"18","IV","SN","MB","Wipes",2020-02-19,13:49:13,2020-02-19 13:49:13
"18","IV","SN","MB","Finish",2020-02-19,13:49:14,2020-02-19 13:49:14
"19","IV","SN","MB","Start",2020-02-19,13:37:36,2020-02-19 13:37:36
"19","IV","SN","MB","GownOn",2020-02-19,13:37:36,2020-02-19 13:37:36
"19","IV","SN","MB","GlovesOn",2020-02-19,13:37:58,2020-02-19 13:37:58
"19","IV","SN","MB","In",2020-02-19,13:37:59,2020-02-19 13:37:59
"19","IV","SN","MB","Patient",2020-02-19,13:38:01,2020-02-19 13:38:01
"19","IV","SN","MB","IVStand",2020-02-19,13:38:29,2020-02-19 13:38:29
"19","IV","SN","MB","Tray",2020-02-19,13:38:37,2020-02-19 13:38:37
"19","IV","SN","MB","IVStand",2020-02-19,13:38:45,2020-02-19 13:38:45
"19","IV","SN","MB","IVStand",2020-02-19,13:38:49,2020-02-19 13:38:49
"19","IV","SN","MB","EqTray",2020-02-19,13:38:56,2020-02-19 13:38:56
"19","IV","SN","MB","EqTray",2020-02-19,13:39:00,2020-02-19 13:39:00
"19","IV","SN","MB","EqTray",2020-02-19,13:39:05,2020-02-19 13:39:05
"19","IV","SN","MB","IVDrip",2020-02-19,13:39:08,2020-02-19 13:39:08
"19","IV","SN","MB","IVDrip",2020-02-19,13:39:17,2020-02-19 13:39:17
"19","IV","SN","MB","IVDrip",2020-02-19,13:39:36,2020-02-19 13:39:36
"19","IV","SN","MB","IVDrip",2020-02-19,13:39:42,2020-02-19 13:39:42
"19","IV","SN","MB","IVStand",2020-02-19,13:39:45,2020-02-19 13:39:45
"19","IV","SN","MB","IVDrip",2020-02-19,13:39:51,2020-02-19 13:39:51
"19","IV","SN","MB","IVStand",2020-02-19,13:39:55,2020-02-19 13:39:55
"19","IV","SN","MB","IVStand",2020-02-19,13:39:57,2020-02-19 13:39:57
"19","IV","SN","MB","IVStand",2020-02-19,13:40:04,2020-02-19 13:40:04
"19","IV","SN","MB","IVStand",2020-02-19,13:40:11,2020-02-19 13:40:11
"19","IV","SN","MB","IVDrip",2020-02-19,13:40:14,2020-02-19 13:40:14
"19","IV","SN","MB","IVDrip",2020-02-19,13:40:19,2020-02-19 13:40:19
"19","IV","SN","MB","IVDrip",2020-02-19,13:40:19,2020-02-19 13:40:19
"19","IV","SN","MB","IVDrip",2020-02-19,13:40:22,2020-02-19 13:40:22
"19","IV","SN","MB","IVStand",2020-02-19,13:40:35,2020-02-19 13:40:35
"19","IV","SN","MB","IVStand",2020-02-19,13:41:00,2020-02-19 13:41:00
"19","IV","SN","MB","IVStand",2020-02-19,13:41:36,2020-02-19 13:41:36
"19","IV","SN","MB","IVDrip",2020-02-19,13:41:53,2020-02-19 13:41:53
"19","IV","SN","MB","IVDrip",2020-02-19,13:42:29,2020-02-19 13:42:29
"19","IV","SN","MB","IVStand",2020-02-19,13:42:30,2020-02-19 13:42:30
"19","IV","SN","MB","IVStand",2020-02-19,13:42:33,2020-02-19 13:42:33
"19","IV","SN","MB","IVDrip",2020-02-19,13:42:57,2020-02-19 13:42:57
"19","IV","SN","MB","IVDrip",2020-02-19,13:43:00,2020-02-19 13:43:00
"19","IV","SN","MB","IVStand",2020-02-19,13:43:18,2020-02-19 13:43:18
"19","IV","SN","MB","IVDrip",2020-02-19,13:43:23,2020-02-19 13:43:23
"19","IV","SN","MB","IVDrip",2020-02-19,13:43:40,2020-02-19 13:43:40
"19","IV","SN","MB","IVDrip",2020-02-19,13:43:55,2020-02-19 13:43:55
"19","IV","SN","MB","IVStand",2020-02-19,13:43:57,2020-02-19 13:43:57
"19","IV","SN","MB","IVStand",2020-02-19,13:44:08,2020-02-19 13:44:08
"19","IV","SN","MB","IVStand",2020-02-19,13:44:22,2020-02-19 13:44:22
"19","IV","SN","MB","IVDrip",2020-02-19,13:44:28,2020-02-19 13:44:28
"19","IV","SN","MB","IVDrip",2020-02-19,13:44:28,2020-02-19 13:44:28
"19","IV","SN","MB","IVDrip",2020-02-19,13:44:44,2020-02-19 13:44:44
"19","IV","SN","MB","Bedding",2020-02-19,13:44:48,2020-02-19 13:44:48
"19","IV","SN","MB","IVStand",2020-02-19,13:44:49,2020-02-19 13:44:49
"19","IV","SN","MB","EqTray",2020-02-19,13:45:07,2020-02-19 13:45:07
"19","IV","SN","MB","Syringe",2020-02-19,13:45:16,2020-02-19 13:45:16
"19","IV","SN","MB","Syringe",2020-02-19,13:45:29,2020-02-19 13:45:29
"19","IV","SN","MB","Patient",2020-02-19,13:45:31,2020-02-19 13:45:31
"19","IV","SN","MB","Patient",2020-02-19,13:45:40,2020-02-19 13:45:40
"19","IV","SN","MB","IVDrip",2020-02-19,13:46:00,2020-02-19 13:46:00
"19","IV","SN","MB","Syringe",2020-02-19,13:46:03,2020-02-19 13:46:03
"19","IV","SN","MB","IVDrip",2020-02-19,13:46:12,2020-02-19 13:46:12
"19","IV","SN","MB","Patient",2020-02-19,13:46:18,2020-02-19 13:46:18
"19","IV","SN","MB","IVDrip",2020-02-19,13:46:19,2020-02-19 13:46:19
"19","IV","SN","MB","Patient",2020-02-19,13:46:26,2020-02-19 13:46:26
"19","IV","SN","MB","Syringe",2020-02-19,13:46:57,2020-02-19 13:46:57
"19","IV","SN","MB","IVDrip",2020-02-19,13:47:05,2020-02-19 13:47:05
"19","IV","SN","MB","Syringe",2020-02-19,13:47:08,2020-02-19 13:47:08
"19","IV","SN","MB","Patient",2020-02-19,13:47:12,2020-02-19 13:47:12
"19","IV","SN","MB","IVDrip",2020-02-19,13:47:17,2020-02-19 13:47:17
"19","IV","SN","MB","IVStand",2020-02-19,13:47:21,2020-02-19 13:47:21
"19","IV","SN","MB","EqTray",2020-02-19,13:47:50,2020-02-19 13:47:50
"19","IV","SN","MB","Out",2020-02-19,13:47:53,2020-02-19 13:47:53
"19","IV","SN","MB","EqTray",2020-02-19,13:47:54,2020-02-19 13:47:54
"19","IV","SN","MB","Sharps",2020-02-19,13:48:01,2020-02-19 13:48:01
"19","IV","SN","MB","EqTray",2020-02-19,13:48:07,2020-02-19 13:48:07
"19","IV","SN","MB","EqTray",2020-02-19,13:48:19,2020-02-19 13:48:19
"19","IV","SN","MB","Waste",2020-02-19,13:48:26,2020-02-19 13:48:26
"19","IV","SN","MB","Wipes",2020-02-19,13:48:30,2020-02-19 13:48:30
"19","IV","SN","MB","EqTray",2020-02-19,13:48:40,2020-02-19 13:48:40
"19","IV","SN","MB","GlovesOff",2020-02-19,13:48:59,2020-02-19 13:48:59
"19","IV","SN","MB","GownOff",2020-02-19,13:49:01,2020-02-19 13:49:01
"19","IV","SN","MB","Soap",2020-02-19,13:49:07,2020-02-19 13:49:07
"19","IV","SN","MB","Tap",2020-02-19,13:49:08,2020-02-19 13:49:08
"19","IV","SN","MB","PaperTowel",2020-02-19,13:49:12,2020-02-19 13:49:12
"19","IV","SN","MB","Wipes",2020-02-19,13:49:13,2020-02-19 13:49:13
"19","IV","SN","MB","Finish",2020-02-19,13:49:14,2020-02-19 13:49:14
"20","IV","SN","SB","Start",2020-02-19,13:49:48,2020-02-19 13:49:48
"20","IV","SN","SB","GownOn",2020-02-19,13:49:48,2020-02-19 13:49:48
"20","IV","SN","SB","GlovesOn",2020-02-19,13:50:05,2020-02-19 13:50:05
"20","IV","SN","SB","In",2020-02-19,13:50:10,2020-02-19 13:50:10
"20","IV","SN","SB","EqTray",2020-02-19,13:50:11,2020-02-19 13:50:11
"20","IV","SN","SB","EqTray",2020-02-19,13:50:57,2020-02-19 13:50:57
"20","IV","SN","SB","EqTray",2020-02-19,13:52:00,2020-02-19 13:52:00
"20","IV","SN","SB","Patient",2020-02-19,13:52:12,2020-02-19 13:52:12
"20","IV","SN","SB","Patient",2020-02-19,13:52:17,2020-02-19 13:52:17
"20","IV","SN","SB","IVStand",2020-02-19,13:52:45,2020-02-19 13:52:45
"20","IV","SN","SB","IVStand",2020-02-19,13:52:46,2020-02-19 13:52:46
"20","IV","SN","SB","IVStand",2020-02-19,13:52:55,2020-02-19 13:52:55
"20","IV","SN","SB","IVStand",2020-02-19,13:53:05,2020-02-19 13:53:05
"20","IV","SN","SB","IVDrip",2020-02-19,13:53:17,2020-02-19 13:53:17
"20","IV","SN","SB","IVDrip",2020-02-19,13:53:37,2020-02-19 13:53:37
"20","IV","SN","SB","IVDrip",2020-02-19,13:53:43,2020-02-19 13:53:43
"20","IV","SN","SB","IVDrip",2020-02-19,13:54:01,2020-02-19 13:54:01
"20","IV","SN","SB","IVDrip",2020-02-19,13:54:17,2020-02-19 13:54:17
"20","IV","SN","SB","IVDrip",2020-02-19,13:54:22,2020-02-19 13:54:22
"20","IV","SN","SB","EqTray",2020-02-19,13:54:49,2020-02-19 13:54:49
"20","IV","SN","SB","IVStand",2020-02-19,13:54:54,2020-02-19 13:54:54
"20","IV","SN","SB","IVStand",2020-02-19,13:55:04,2020-02-19 13:55:04
"20","IV","SN","SB","IVStand",2020-02-19,13:55:13,2020-02-19 13:55:13
"20","IV","SN","SB","IVStand",2020-02-19,13:55:15,2020-02-19 13:55:15
"20","IV","SN","SB","IVDrip",2020-02-19,13:55:24,2020-02-19 13:55:24
"20","IV","SN","SB","IVDrip",2020-02-19,13:55:24,2020-02-19 13:55:24
